reverse_sync_row_ref,selected_in_final_loop,selected_event_index,group_id,group_index,story_band,zone_label,member_type,semantic_group,action_name,action_family,baseline_focus_member_id,member_id,case_id,combination_name,governing_clause_label,recommended_results_card,recommended_results_series_index,recommended_results_card_label,recommended_results_series_label,recommended_results_reason_label,viewer_overlay_row_id,viewer_row_ref,viewer_row_url,viewer_slice_url,row_ref,projected_cost_delta,max_dcr
cost_reduction::1::51::1415::detailing_down,True,1,S03:perimeter:nogroup:slab:default,51,3,perimeter,wall,,detailing_down,detailing,1415,1415,1415,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::51::1415::detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A51%3A%3A1415%3A%3Adetailing_down&overlay_group_id=S03%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=51&overlay_action_name=detailing_down&overlay_story_band=3&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=1415&member_id=1415&baseline_focus_member_id=1415&overlay_member_id=1415&case_id=1415&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A51%3A%3A1415%3A%3Adetailing_down&overlay_group_id=S03%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=51&overlay_action_name=detailing_down&overlay_story_band=3&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=1415&member_id=1415&baseline_focus_member_id=1415&overlay_member_id=1415&case_id=1415&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,3.1992799999902024,0.9856927465654954
cost_reduction::1::231::2634::detailing_down,True,1,S04:perimeter:nogroup:slab:default,231,4,perimeter,wall,,detailing_down,detailing,2634,2634,2634,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::231::2634::detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A231%3A%3A2634%3A%3Adetailing_down&overlay_group_id=S04%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=231&overlay_action_name=detailing_down&overlay_story_band=4&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=2634&member_id=2634&baseline_focus_member_id=2634&overlay_member_id=2634&case_id=2634&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A231%3A%3A2634%3A%3Adetailing_down&overlay_group_id=S04%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=231&overlay_action_name=detailing_down&overlay_story_band=4&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=2634&member_id=2634&baseline_focus_member_id=2634&overlay_member_id=2634&case_id=2634&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,3.1992799999902024,0.9856927465654954
cost_reduction::1::298::26923::detailing_down,True,1,S07:perimeter:nogroup:slab:SB1500X800,298,7,perimeter,wall,,detailing_down,detailing,26923,26923,26923,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::298::26923::detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A298%3A%3A26923%3A%3Adetailing_down&overlay_group_id=S07%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=298&overlay_action_name=detailing_down&overlay_story_band=7&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26923&member_id=26923&baseline_focus_member_id=26923&overlay_member_id=26923&case_id=26923&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A298%3A%3A26923%3A%3Adetailing_down&overlay_group_id=S07%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=298&overlay_action_name=detailing_down&overlay_story_band=7&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26923&member_id=26923&baseline_focus_member_id=26923&overlay_member_id=26923&case_id=26923&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,3.1992799999902024,0.9856927465654954
cost_reduction::1::292::26918::detailing_down,True,1,S06:perimeter:nogroup:slab:SB1500X800,292,6,perimeter,wall,,detailing_down,detailing,26918,26918,26918,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::292::26918::detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A292%3A%3A26918%3A%3Adetailing_down&overlay_group_id=S06%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=292&overlay_action_name=detailing_down&overlay_story_band=6&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26918&member_id=26918&baseline_focus_member_id=26918&overlay_member_id=26918&case_id=26918&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A292%3A%3A26918%3A%3Adetailing_down&overlay_group_id=S06%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=292&overlay_action_name=detailing_down&overlay_story_band=6&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26918&member_id=26918&baseline_focus_member_id=26918&overlay_member_id=26918&case_id=26918&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,3.1992799999902024,0.9856927465654954
cost_reduction::1::308::26922::detailing_down,True,1,S08:perimeter:nogroup:slab:SB1500X800,308,8,perimeter,wall,,detailing_down,detailing,26922,26922,26922,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::308::26922::detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A308%3A%3A26922%3A%3Adetailing_down&overlay_group_id=S08%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=308&overlay_action_name=detailing_down&overlay_story_band=8&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26922&member_id=26922&baseline_focus_member_id=26922&overlay_member_id=26922&case_id=26922&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A308%3A%3A26922%3A%3Adetailing_down&overlay_group_id=S08%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=308&overlay_action_name=detailing_down&overlay_story_band=8&overlay_zone_label=perimeter&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26922&member_id=26922&baseline_focus_member_id=26922&overlay_member_id=26922&case_id=26922&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,2.94048,0.0
cost_reduction::1::246::3088::connection_detailing_down,True,1,S04:transfer:nogroup:beam:SB800X7001.95,246,4,transfer,beam,,connection_detailing_down,connection_detailing,3088,3088,3088,SVC_DRIFT,KDS-SVC-DRIFT-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::246::3088::connection_detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A246%3A%3A3088%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X7001.95&overlay_group_index=246&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=3088&member_id=3088&baseline_focus_member_id=3088&overlay_member_id=3088&case_id=3088&combination=SVC_DRIFT&combination_name=SVC_DRIFT,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A246%3A%3A3088%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X7001.95&overlay_group_index=246&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=3088&member_id=3088&baseline_focus_member_id=3088&overlay_member_id=3088&case_id=3088&combination=SVC_DRIFT&combination_name=SVC_DRIFT,,0.35490432000759986,0.9856927465654954
cost_reduction::1::248::1488::connection_detailing_down,True,1,S04:transfer:nogroup:beam:SB800X7002.00,248,4,transfer,beam,,connection_detailing_down,connection_detailing,1488,1488,1488,SVC_DRIFT,KDS-SVC-DRIFT-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::248::1488::connection_detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A248%3A%3A1488%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X7002.00&overlay_group_index=248&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=1488&member_id=1488&baseline_focus_member_id=1488&overlay_member_id=1488&case_id=1488&combination=SVC_DRIFT&combination_name=SVC_DRIFT,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A248%3A%3A1488%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X7002.00&overlay_group_index=248&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=1488&member_id=1488&baseline_focus_member_id=1488&overlay_member_id=1488&case_id=1488&combination=SVC_DRIFT&combination_name=SVC_DRIFT,,0.35490432000759986,0.9856927465654954
cost_reduction::1::251::2996::connection_detailing_down,True,1,S04:transfer:nogroup:beam:SB800X8002.00,251,4,transfer,beam,,connection_detailing_down,connection_detailing,2996,2996,2996,SVC_DRIFT,KDS-SVC-DRIFT-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::251::2996::connection_detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A251%3A%3A2996%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X8002.00&overlay_group_index=251&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=2996&member_id=2996&baseline_focus_member_id=2996&overlay_member_id=2996&case_id=2996&combination=SVC_DRIFT&combination_name=SVC_DRIFT,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A251%3A%3A2996%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X8002.00&overlay_group_index=251&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=2996&member_id=2996&baseline_focus_member_id=2996&overlay_member_id=2996&case_id=2996&combination=SVC_DRIFT&combination_name=SVC_DRIFT,,0.35490432000759986,0.9856927465654954
cost_reduction::1::240::1261::connection_detailing_down,True,1,S04:transfer:nogroup:beam:SB800X7001.82,240,4,transfer,beam,,connection_detailing_down,connection_detailing,1261,1261,1261,SVC_DRIFT,KDS-SVC-DRIFT-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::240::1261::connection_detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A240%3A%3A1261%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X7001.82&overlay_group_index=240&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=1261&member_id=1261&baseline_focus_member_id=1261&overlay_member_id=1261&case_id=1261&combination=SVC_DRIFT&combination_name=SVC_DRIFT,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A240%3A%3A1261%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X7001.82&overlay_group_index=240&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=1261&member_id=1261&baseline_focus_member_id=1261&overlay_member_id=1261&case_id=1261&combination=SVC_DRIFT&combination_name=SVC_DRIFT,,0.35490432000759986,0.9856927465654954
cost_reduction::1::253::1485::connection_detailing_down,True,1,S04:transfer:nogroup:beam:SB800X9001.75,253,4,transfer,beam,,connection_detailing_down,connection_detailing,1485,1485,1485,SVC_DRIFT,KDS-SVC-DRIFT-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::1::253::1485::connection_detailing_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A1%3A%3A253%3A%3A1485%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X9001.75&overlay_group_index=253&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=1485&member_id=1485&baseline_focus_member_id=1485&overlay_member_id=1485&case_id=1485&combination=SVC_DRIFT&combination_name=SVC_DRIFT,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A1%3A%3A253%3A%3A1485%3A%3Aconnection_detailing_down&overlay_group_id=S04%3Atransfer%3Anogroup%3Abeam%3ASB800X9001.75&overlay_group_index=253&overlay_action_name=connection_detailing_down&overlay_story_band=4&overlay_zone_label=transfer&overlay_selected_event_index=1&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=1485&member_id=1485&baseline_focus_member_id=1485&overlay_member_id=1485&case_id=1485&combination=SVC_DRIFT&combination_name=SVC_DRIFT,,0.35490432000759986,0.9856927465654954
cost_reduction::2::208::18693::slab_thickness_down,True,2,S04:perimeter:1:slab:default,208,4,perimeter,slab,1,slab_thickness_down,slab_thickness,18693,18693,18693,,,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::2::208::18693::slab_thickness_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A2%3A%3A208%3A%3A18693%3A%3Aslab_thickness_down&overlay_group_id=S04%3Aperimeter%3A1%3Aslab%3Adefault&overlay_group_index=208&overlay_action_name=slab_thickness_down&overlay_story_band=4&overlay_zone_label=perimeter&overlay_selected_event_index=2&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18693&member_id=18693&baseline_focus_member_id=18693&overlay_member_id=18693&case_id=18693,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A2%3A%3A208%3A%3A18693%3A%3Aslab_thickness_down&overlay_group_id=S04%3Aperimeter%3A1%3Aslab%3Adefault&overlay_group_index=208&overlay_action_name=slab_thickness_down&overlay_story_band=4&overlay_zone_label=perimeter&overlay_selected_event_index=2&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=18693&member_id=18693&baseline_focus_member_id=18693&overlay_member_id=18693&case_id=18693,,7.468397765944246,0.9856927465654954
cost_reduction::2::41::2638::wall_thickness_down,True,2,S02:perimeter:nogroup:slab:SB1500X800,41,2,perimeter,wall,,wall_thickness_down,wall_thickness,2638,2638,2638,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::2::41::2638::wall_thickness_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A2%3A%3A41%3A%3A2638%3A%3Awall_thickness_down&overlay_group_id=S02%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=41&overlay_action_name=wall_thickness_down&overlay_story_band=2&overlay_zone_label=perimeter&overlay_selected_event_index=2&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=2638&member_id=2638&baseline_focus_member_id=2638&overlay_member_id=2638&case_id=2638&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A2%3A%3A41%3A%3A2638%3A%3Awall_thickness_down&overlay_group_id=S02%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=41&overlay_action_name=wall_thickness_down&overlay_story_band=2&overlay_zone_label=perimeter&overlay_selected_event_index=2&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=2638&member_id=2638&baseline_focus_member_id=2638&overlay_member_id=2638&case_id=2638&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,4.470137225861829,0.9856927465654954
cost_reduction::3::41::2638::wall_thickness_down,True,3,S02:perimeter:nogroup:slab:SB1500X800,41,2,perimeter,wall,,wall_thickness_down,wall_thickness,2638,2638,2638,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::3::41::2638::wall_thickness_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A3%3A%3A41%3A%3A2638%3A%3Awall_thickness_down&overlay_group_id=S02%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=41&overlay_action_name=wall_thickness_down&overlay_story_band=2&overlay_zone_label=perimeter&overlay_selected_event_index=3&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=2638&member_id=2638&baseline_focus_member_id=2638&overlay_member_id=2638&case_id=2638&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A3%3A%3A41%3A%3A2638%3A%3Awall_thickness_down&overlay_group_id=S02%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=41&overlay_action_name=wall_thickness_down&overlay_story_band=2&overlay_zone_label=perimeter&overlay_selected_event_index=3&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=2638&member_id=2638&baseline_focus_member_id=2638&overlay_member_id=2638&case_id=2638&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,4.470137225861829,0.9856927465654954
cost_reduction::0::309::26889::rebar_down,False,0,S08:perimeter:nogroup:slab:default,309,8,perimeter,wall,,rebar_down,rebar,26889,26889,26889,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::0::309::26889::rebar_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A309%3A%3A26889%3A%3Arebar_down&overlay_group_id=S08%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=309&overlay_action_name=rebar_down&overlay_story_band=8&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26889&member_id=26889&baseline_focus_member_id=26889&overlay_member_id=26889&case_id=26889&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A309%3A%3A26889%3A%3Arebar_down&overlay_group_id=S08%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=309&overlay_action_name=rebar_down&overlay_story_band=8&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26889&member_id=26889&baseline_focus_member_id=26889&overlay_member_id=26889&case_id=26889&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,154.3752,0.0
cost_reduction::0::516::26883::rebar_down,False,0,S09:perimeter:nogroup:slab:default,516,9,perimeter,wall,,rebar_down,rebar,26883,26883,26883,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::0::516::26883::rebar_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A516%3A%3A26883%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=516&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26883&member_id=26883&baseline_focus_member_id=26883&overlay_member_id=26883&case_id=26883&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A516%3A%3A26883%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3Anogroup%3Aslab%3Adefault&overlay_group_index=516&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26883&member_id=26883&baseline_focus_member_id=26883&overlay_member_id=26883&case_id=26883&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,154.3752,0.0
cost_reduction::0::515::26914::rebar_down,False,0,S09:perimeter:nogroup:slab:SB1500X800,515,9,perimeter,wall,,rebar_down,rebar,26914,26914,26914,KDS_ULS_2,KDS-MOMENT-Y-001,envelope,1,Envelope,Final drift,governing drift/serviceability signal prefers final drift envelope,overlay_row::0::515::26914::rebar_down,,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=member&overlay_row_id=overlay_row%3A%3A0%3A%3A515%3A%3A26914%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=515&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26914&member_id=26914&baseline_focus_member_id=26914&overlay_member_id=26914&case_id=26914&combination=KDS_ULS_2&combination_name=KDS_ULS_2,../visualization/structural_optimization_viewer.html?source=cost_reduction_reverse_sync&focus=results&view=core&overlay_focus=group&overlay_row_id=overlay_row%3A%3A0%3A%3A515%3A%3A26914%3A%3Arebar_down&overlay_group_id=S09%3Aperimeter%3Anogroup%3Aslab%3ASB1500X800&overlay_group_index=515&overlay_action_name=rebar_down&overlay_story_band=9&overlay_zone_label=perimeter&overlay_selected_event_index=0&results_card=envelope&results_series_index=1&results_companion=checks&results_detail_block=chart&interactive_detail_more=open&overlay_detail_more=open&focus_member=26914&member_id=26914&baseline_focus_member_id=26914&overlay_member_id=26914&case_id=26914&combination=KDS_ULS_2&combination_name=KDS_ULS_2,,154.3752,0.0
